,parcode,trial,rt,choice,item_left,item_right
466,4,106,1509,-1,0.0,2.0
467,4,107,1361,-1,4.0,1.0
468,4,108,1715,-1,1.0,1.0
469,4,109,2088,1,4.0,2.0
470,4,110,1992,1,3.0,1.0
471,4,111,2412,1,5.0,2.0
472,4,112,2200,1,3.0,0.0
473,4,113,3664,-1,2.0,5.0
474,4,114,9602,1,4.0,4.0
475,4,115,2676,-1,3.0,4.0
476,4,116,1788,1,0.0,0.0
477,4,117,1656,-1,0.0,4.0
478,4,118,1366,-1,1.0,2.0
479,4,119,3515,-1,3.0,3.0
480,5,0,5222,1,1.0,1.0
481,5,1,3005,1,5.0,1.0
482,5,2,4264,-1,1.0,1.0
483,5,3,3576,-1,4.0,5.0
484,5,4,4101,1,5.0,5.0
485,5,5,3769,-1,1.0,5.0
486,5,6,5630,-1,1.0,1.0
487,5,7,7975,1,4.0,1.0
488,5,8,3312,-1,1.0,5.0
489,5,9,6307,-1,1.0,2.0
490,5,10,2421,-1,1.0,5.0
491,5,11,3952,1,5.0,3.0
492,5,12,3593,-1,1.0,1.0
493,5,13,2755,1,5.0,1.0
494,5,14,2761,1,2.0,1.0
495,5,15,2862,-1,3.0,5.0
496,5,16,3387,1,1.0,1.0
497,5,17,7527,-1,4.0,5.0
498,5,18,2628,-1,1.0,1.0
499,5,19,2234,-1,1.0,1.0
500,5,20,7720,-1,4.0,5.0
501,5,21,2831,-1,1.0,5.0
502,5,22,9213,1,1.0,1.0
503,5,23,2965,-1,1.0,5.0
504,5,24,2774,1,1.0,1.0
505,5,25,5143,-1,1.0,1.0
506,5,26,2852,-1,1.0,5.0
507,5,27,4989,-1,1.0,4.0
508,5,28,3957,1,4.0,1.0
509,5,29,2622,-1,1.0,5.0
510,5,30,3354,1,5.0,1.0
511,5,31,1733,1,5.0,1.0
512,5,32,3966,-1,1.0,1.0
513,5,33,5645,-1,1.0,1.0
514,5,34,7195,-1,1.0,1.0
515,5,35,1676,1,5.0,1.0
516,5,36,1211,1,5.0,4.0
517,5,37,1440,1,1.0,1.0
518,5,38,3679,-1,1.0,2.0
519,5,39,2146,-1,1.0,1.0
520,5,40,2987,1,1.0,1.0
521,5,41,1400,1,1.0,1.0
522,5,42,1921,1,1.0,1.0
523,5,43,5268,-1,5.0,5.0
524,5,44,5303,-1,1.0,5.0
525,5,45,1447,1,5.0,1.0
526,5,46,1275,-1,1.0,4.0
527,5,47,2740,-1,1.0,2.0
528,5,48,1491,1,1.0,1.0
529,5,49,1521,-1,4.0,5.0
530,5,50,1373,-1,1.0,1.0
531,5,51,1781,1,4.0,1.0
532,5,52,2364,1,5.0,1.0
533,5,53,3183,1,5.0,4.0
534,5,54,2299,1,1.0,1.0
535,5,55,1407,1,5.0,1.0
536,5,56,1452,1,5.0,3.0
537,5,57,1164,-1,1.0,5.0
538,5,58,2983,1,3.0,1.0
539,5,59,1923,1,1.0,1.0
540,5,60,876,-1,1.0,5.0
541,5,61,2857,1,1.0,1.0
542,5,62,2844,1,1.0,1.0
543,5,63,2683,1,5.0,1.0
544,5,64,1196,1,1.0,1.0
545,5,65,1227,-1,1.0,1.0
546,5,66,1266,1,5.0,1.0
547,5,67,1336,1,5.0,1.0
548,5,68,2497,1,5.0,1.0
549,5,69,1481,1,5.0,1.0
550,5,70,2890,-1,3.0,1.0
551,5,71,1645,-1,1.0,5.0
552,5,72,1103,1,2.0,1.0
553,5,73,2478,1,1.0,1.0
554,5,74,1333,-1,1.0,5.0
555,5,75,1416,1,1.0,1.0
556,5,76,1183,-1,1.0,4.0
557,5,77,2441,-1,1.0,1.0
558,5,78,1500,-1,1.0,2.0
559,5,79,1450,-1,1.0,5.0
560,5,80,1562,-1,1.0,5.0
561,5,81,1767,-1,1.0,1.0
562,5,82,888,-1,1.0,5.0
563,5,83,1439,1,2.0,1.0
564,5,84,1676,1,5.0,1.0
565,5,85,1546,-1,3.0,5.0
566,5,86,1249,1,5.0,1.0
567,5,87,1145,1,5.0,1.0
568,5,88,1512,1,1.0,3.0
569,5,89,1367,-1,1.0,5.0
570,5,90,1522,1,5.0,1.0
571,5,91,1074,1,1.0,1.0
572,5,92,934,1,5.0,4.0
573,5,93,1556,-1,1.0,4.0
574,5,94,1114,-1,1.0,5.0
575,5,95,1621,-1,1.0,3.0
576,5,96,2184,-1,1.0,1.0
577,5,97,1325,1,4.0,1.0
578,5,98,1246,-1,1.0,1.0
579,5,99,1597,-1,1.0,1.0
580,5,100,2734,1,5.0,5.0
581,5,101,1054,-1,1.0,5.0
582,5,102,4260,1,2.0,1.0
583,5,103,1232,-1,1.0,1.0
584,5,104,1732,-1,1.0,1.0
585,5,105,843,-1,1.0,5.0
586,5,106,1250,1,1.0,1.0
587,5,107,1576,1,1.0,1.0
588,5,108,1219,-1,5.0,5.0
589,5,109,1461,-1,1.0,1.0
590,5,110,2581,-1,1.0,1.0
591,5,111,985,1,5.0,1.0
592,5,112,961,1,5.0,1.0
593,5,113,978,1,5.0,1.0
594,5,114,4419,-1,1.0,1.0
595,5,115,1302,-1,1.0,1.0
596,5,116,1153,1,1.0,1.0
597,5,117,1033,-1,1.0,5.0
598,5,118,957,1,5.0,4.0
599,5,119,1271,1,1.0,1.0
600,8,0,4573,-1,0.0,2.0
601,8,1,3339,-1,0.0,3.0
602,8,2,5410,1,5.0,0.0
603,8,3,10236,1,2.0,3.0
604,8,4,5784,-1,0.0,2.0
605,8,5,3272,1,5.0,0.0
606,8,6,2593,1,3.0,2.0
607,8,7,4628,1,5.0,2.0
